atraso_15|MES-I|DIA-I|Hour-I|WEEKOFYEAR-I|DOW-I|OPERA|SIGLADES|TIPOVUELO|estacion-I|periodo_dia
0|1|19|16|3|4|Avianca|Bogota|I|verano|tarde
0|1|20|16|3|5|Avianca|Bogota|I|verano|tarde
0|1|21|16|3|6|Avianca|Bogota|I|verano|tarde
0|1|22|16|3|7|Avianca|Bogota|I|verano|tarde
1|1|23|16|4|1|Avianca|Bogota|I|verano|tarde
1|1|24|16|4|2|Avianca|Bogota|I|verano|tarde
1|1|25|16|4|3|Avianca|Bogota|I|verano|tarde
0|1|26|16|4|4|Avianca|Bogota|I|verano|tarde
0|1|27|16|4|5|Avianca|Bogota|I|verano|tarde
0|1|28|16|4|6|Avianca|Bogota|I|verano|tarde
1|1|29|16|4|7|Avianca|Bogota|I|verano|tarde
1|1|30|16|5|1|Avianca|Bogota|I|verano|tarde
1|1|31|16|5|2|Avianca|Bogota|I|verano|tarde
0|1|15|6|2|7|Avianca|Bogota|I|verano|mañana
0|1|29|6|4|7|Avianca|Bogota|I|verano|mañana
0|1|1|1|52|7|Avianca|Bogota|I|verano|noche
1|1|2|1|1|1|Avianca|Bogota|I|verano|noche
1|1|3|1|1|2|Avianca|Bogota|I|verano|noche
0|1|4|1|1|3|Avianca|Bogota|I|verano|noche
1|1|6|1|1|5|Avianca|Bogota|I|verano|noche
1|1|7|1|1|6|Avianca|Bogota|I|verano|noche
1|1|8|1|1|7|Avianca|Bogota|I|verano|noche
1|1|9|1|2|1|Avianca|Bogota|I|verano|noche
1|1|10|1|2|2|Avianca|Bogota|I|verano|noche
0|1|11|1|2|3|Avianca|Bogota|I|verano|noche
1|1|12|1|2|4|Avianca|Bogota|I|verano|noche
1|1|13|1|2|5|Avianca|Bogota|I|verano|noche
1|1|14|1|2|6|Avianca|Bogota|I|verano|noche
1|1|15|1|2|7|Avianca|Bogota|I|verano|noche
1|1|16|1|3|1|Avianca|Bogota|I|verano|noche
0|1|18|1|3|3|Avianca|Bogota|I|verano|noche
1|1|19|1|3|4|Avianca|Bogota|I|verano|noche
1|1|20|1|3|5|Avianca|Bogota|I|verano|noche
1|1|22|1|3|7|Avianca|Bogota|I|verano|noche
1|1|23|1|4|1|Avianca|Bogota|I|verano|noche
0|1|24|1|4|2|Avianca|Bogota|I|verano|noche
1|1|25|1|4|3|Avianca|Bogota|I|verano|noche
1|1|26|1|4|4|Avianca|Bogota|I|verano|noche
1|1|27|1|4|5|Avianca|Bogota|I|verano|noche
1|1|28|1|4|6|Avianca|Bogota|I|verano|noche
1|1|29|1|4|7|Avianca|Bogota|I|verano|noche
1|1|30|1|5|1|Avianca|Bogota|I|verano|noche
1|1|31|1|5|2|Avianca|Bogota|I|verano|noche
1|1|5|11|1|4|Avianca|Bogota|I|verano|mañana
1|1|1|12|52|7|Alitalia|Roma|I|verano|tarde
0|1|2|12|1|1|Alitalia|Roma|I|verano|tarde
1|1|3|12|1|2|Alitalia|Roma|I|verano|tarde
0|1|5|12|1|4|Alitalia|Roma|I|verano|tarde
0|1|7|12|1|6|Alitalia|Roma|I|verano|tarde
0|1|8|12|1|7|Alitalia|Roma|I|verano|tarde
0|1|9|12|2|1|Alitalia|Roma|I|verano|tarde
1|1|10|12|2|2|Alitalia|Roma|I|verano|tarde
0|1|12|12|2|4|Alitalia|Roma|I|verano|tarde
1|1|14|12|2|6|Alitalia|Roma|I|verano|tarde
0|1|15|12|2|7|Alitalia|Roma|I|verano|tarde
0|1|16|12|3|1|Alitalia|Roma|I|verano|tarde
0|1|17|12|3|2|Alitalia|Roma|I|verano|tarde
0|1|19|12|3|4|Alitalia|Roma|I|verano|tarde
1|1|21|12|3|6|Alitalia|Roma|I|verano|tarde
0|1|22|12|3|7|Alitalia|Roma|I|verano|tarde
1|1|23|12|4|1|Alitalia|Roma|I|verano|tarde
0|1|24|12|4|2|Alitalia|Roma|I|verano|tarde
0|1|26|12|4|4|Alitalia|Roma|I|verano|tarde
1|1|28|12|4|6|Alitalia|Roma|I|verano|tarde
0|1|29|12|4|7|Alitalia|Roma|I|verano|tarde
1|1|30|12|5|1|Alitalia|Roma|I|verano|tarde
1|1|31|12|5|2|Alitalia|Roma|I|verano|tarde
0|1|4|18|1|3|British Airways|Londres|I|verano|tarde
1|1|5|18|1|4|British Airways|Londres|I|verano|tarde
0|1|7|18|1|6|British Airways|Londres|I|verano|tarde
1|1|9|18|2|1|British Airways|Londres|I|verano|tarde
0|1|11|18|2|3|British Airways|Londres|I|verano|tarde
1|1|12|18|2|4|British Airways|Londres|I|verano|tarde
1|1|14|18|2|6|British Airways|Londres|I|verano|tarde
1|1|16|18|3|1|British Airways|Londres|I|verano|tarde
0|1|18|18|3|3|British Airways|Londres|I|verano|tarde
1|1|19|18|3|4|British Airways|Londres|I|verano|tarde
0|1|21|18|3|6|British Airways|Londres|I|verano|tarde
1|1|23|18|4|1|British Airways|Londres|I|verano|tarde
0|1|25|18|4|3|British Airways|Londres|I|verano|tarde
0|1|26|18|4|4|British Airways|Londres|I|verano|tarde
1|1|28|18|4|6|British Airways|Londres|I|verano|tarde
0|1|30|18|5|1|British Airways|Londres|I|verano|tarde
1|1|1|5|52|7|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|2|5|1|1|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|3|5|1|2|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|4|5|1|3|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|5|5|1|4|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|6|5|1|5|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|7|5|1|6|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|8|5|1|7|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|9|5|2|1|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|10|5|2|2|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|11|5|2|3|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|12|5|2|4|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|13|5|2|5|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|14|5|2|6|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|15|5|2|7|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|16|5|3|1|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|17|5|3|2|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|18|5|3|3|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|19|5|3|4|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|20|5|3|5|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|21|5|3|6|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|22|5|3|7|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|23|5|4|1|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|24|5|4|2|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|25|5|4|3|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|26|5|4|4|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|27|5|4|5|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|28|5|4|6|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|29|5|4|7|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|30|5|5|1|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|31|5|5|2|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|1|12|52|7|Copa Air|Ciudad de Panama|I|verano|tarde
0|1|2|12|1|1|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|3|12|1|2|Copa Air|Ciudad de Panama|I|verano|tarde
0|1|4|12|1|3|Copa Air|Ciudad de Panama|I|verano|tarde
0|1|5|12|1|4|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|6|12|1|5|Copa Air|Ciudad de Panama|I|verano|tarde
0|1|7|12|1|6|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|8|12|1|7|Copa Air|Ciudad de Panama|I|verano|tarde
0|1|9|12|2|1|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|10|12|2|2|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|11|12|2|3|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|12|12|2|4|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|13|12|2|5|Copa Air|Ciudad de Panama|I|verano|tarde
0|1|14|12|2|6|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|15|12|2|7|Copa Air|Ciudad de Panama|I|verano|tarde
0|1|16|12|3|1|Copa Air|Ciudad de Panama|I|verano|tarde
0|1|17|12|3|2|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|18|12|3|3|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|19|12|3|4|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|20|12|3|5|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|21|12|3|6|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|22|12|3|7|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|23|12|4|1|Copa Air|Ciudad de Panama|I|verano|tarde
0|1|24|12|4|2|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|25|12|4|3|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|26|12|4|4|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|27|12|4|5|Copa Air|Ciudad de Panama|I|verano|tarde
0|1|28|12|4|6|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|29|12|4|7|Copa Air|Ciudad de Panama|I|verano|tarde
0|1|30|12|5|1|Copa Air|Ciudad de Panama|I|verano|tarde
0|1|31|12|5|2|Copa Air|Ciudad de Panama|I|verano|tarde
1|1|1|3|52|7|Copa Air|Ciudad de Panama|I|verano|noche
1|1|2|3|1|1|Copa Air|Ciudad de Panama|I|verano|noche
1|1|4|3|1|3|Copa Air|Ciudad de Panama|I|verano|noche
1|1|5|3|1|4|Copa Air|Ciudad de Panama|I|verano|noche
1|1|6|3|1|5|Copa Air|Ciudad de Panama|I|verano|noche
0|1|7|3|1|6|Copa Air|Ciudad de Panama|I|verano|noche
1|1|8|3|1|7|Copa Air|Ciudad de Panama|I|verano|noche
1|1|9|3|2|1|Copa Air|Ciudad de Panama|I|verano|noche
1|1|10|3|2|2|Copa Air|Ciudad de Panama|I|verano|noche
0|1|11|3|2|3|Copa Air|Ciudad de Panama|I|verano|noche
1|1|12|3|2|4|Copa Air|Ciudad de Panama|I|verano|noche
1|1|13|3|2|5|Copa Air|Ciudad de Panama|I|verano|noche
1|1|14|3|2|6|Copa Air|Ciudad de Panama|I|verano|noche
1|1|15|3|2|7|Copa Air|Ciudad de Panama|I|verano|noche
1|1|16|3|3|1|Copa Air|Ciudad de Panama|I|verano|noche
1|1|17|3|3|2|Copa Air|Ciudad de Panama|I|verano|noche
0|1|20|3|3|5|Copa Air|Ciudad de Panama|I|verano|noche
1|1|21|3|3|6|Copa Air|Ciudad de Panama|I|verano|noche
1|1|22|3|3|7|Copa Air|Ciudad de Panama|I|verano|noche
1|1|23|3|4|1|Copa Air|Ciudad de Panama|I|verano|noche
1|1|24|3|4|2|Copa Air|Ciudad de Panama|I|verano|noche
1|1|25|3|4|3|Copa Air|Ciudad de Panama|I|verano|noche
1|1|26|3|4|4|Copa Air|Ciudad de Panama|I|verano|noche
1|1|27|3|4|5|Copa Air|Ciudad de Panama|I|verano|noche
1|1|28|3|4|6|Copa Air|Ciudad de Panama|I|verano|noche
1|1|29|3|4|7|Copa Air|Ciudad de Panama|I|verano|noche
1|1|30|3|5|1|Copa Air|Ciudad de Panama|I|verano|noche
0|1|31|3|5|2|Copa Air|Ciudad de Panama|I|verano|noche
0|1|7|6|1|6|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|8|6|1|7|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|9|6|2|1|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|10|6|2|2|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|11|6|2|3|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|12|6|2|4|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|13|6|2|5|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|14|6|2|6|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|15|6|2|7|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|16|6|3|1|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|17|6|3|2|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|18|6|3|3|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|19|6|3|4|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|20|6|3|5|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|21|6|3|6|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|22|6|3|7|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|23|6|4|1|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|24|6|4|2|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|25|6|4|3|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|26|6|4|4|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|27|6|4|5|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|28|6|4|6|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|29|6|4|7|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|30|6|5|1|Copa Air|Ciudad de Panama|I|verano|mañana
0|1|31|6|5|2|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|1|1|52|7|Copa Air|Ciudad de Panama|I|verano|noche
0|1|2|1|1|1|Copa Air|Ciudad de Panama|I|verano|noche
1|1|3|1|1|2|Copa Air|Ciudad de Panama|I|verano|noche
1|1|4|1|1|3|Copa Air|Ciudad de Panama|I|verano|noche
0|1|5|1|1|4|Copa Air|Ciudad de Panama|I|verano|noche
0|1|6|1|1|5|Copa Air|Ciudad de Panama|I|verano|noche
0|1|7|1|1|6|Copa Air|Ciudad de Panama|I|verano|noche
1|1|8|1|1|7|Copa Air|Ciudad de Panama|I|verano|noche
1|1|9|1|2|1|Copa Air|Ciudad de Panama|I|verano|noche
0|1|10|1|2|2|Copa Air|Ciudad de Panama|I|verano|noche
0|1|11|1|2|3|Copa Air|Ciudad de Panama|I|verano|noche
0|1|12|1|2|4|Copa Air|Ciudad de Panama|I|verano|noche
1|1|13|1|2|5|Copa Air|Ciudad de Panama|I|verano|noche
0|1|14|1|2|6|Copa Air|Ciudad de Panama|I|verano|noche
1|1|15|1|2|7|Copa Air|Ciudad de Panama|I|verano|noche
0|1|16|1|3|1|Copa Air|Ciudad de Panama|I|verano|noche
0|1|17|1|3|2|Copa Air|Ciudad de Panama|I|verano|noche
0|1|18|1|3|3|Copa Air|Ciudad de Panama|I|verano|noche
0|1|19|1|3|4|Copa Air|Ciudad de Panama|I|verano|noche
1|1|20|1|3|5|Copa Air|Ciudad de Panama|I|verano|noche
1|1|21|1|3|6|Copa Air|Ciudad de Panama|I|verano|noche
1|1|22|1|3|7|Copa Air|Ciudad de Panama|I|verano|noche
1|1|23|1|4|1|Copa Air|Ciudad de Panama|I|verano|noche
1|1|24|1|4|2|Copa Air|Ciudad de Panama|I|verano|noche
0|1|25|1|4|3|Copa Air|Ciudad de Panama|I|verano|noche
1|1|27|1|4|5|Copa Air|Ciudad de Panama|I|verano|noche
1|1|28|1|4|6|Copa Air|Ciudad de Panama|I|verano|noche
0|1|29|1|4|7|Copa Air|Ciudad de Panama|I|verano|noche
0|1|30|1|5|1|Copa Air|Ciudad de Panama|I|verano|noche
1|1|31|1|5|2|Copa Air|Ciudad de Panama|I|verano|noche
0|1|1|1|52|7|Copa Air|Ciudad de Panama|I|verano|noche
1|1|2|1|1|1|Copa Air|Ciudad de Panama|I|verano|noche
1|1|3|1|1|2|Copa Air|Ciudad de Panama|I|verano|noche
1|1|4|1|1|3|Copa Air|Ciudad de Panama|I|verano|noche
1|1|5|1|1|4|Copa Air|Ciudad de Panama|I|verano|noche
1|1|6|1|1|5|Copa Air|Ciudad de Panama|I|verano|noche
0|1|7|1|1|6|Copa Air|Ciudad de Panama|I|verano|noche
1|1|8|1|1|7|Copa Air|Ciudad de Panama|I|verano|noche
1|1|9|1|2|1|Copa Air|Ciudad de Panama|I|verano|noche
0|1|10|1|2|2|Copa Air|Ciudad de Panama|I|verano|noche
0|1|11|1|2|3|Copa Air|Ciudad de Panama|I|verano|noche
1|1|12|1|2|4|Copa Air|Ciudad de Panama|I|verano|noche
1|1|13|1|2|5|Copa Air|Ciudad de Panama|I|verano|noche
0|1|14|1|2|6|Copa Air|Ciudad de Panama|I|verano|noche
1|1|15|1|2|7|Copa Air|Ciudad de Panama|I|verano|noche
0|1|16|1|3|1|Copa Air|Ciudad de Panama|I|verano|noche
1|1|17|1|3|2|Copa Air|Ciudad de Panama|I|verano|noche
0|1|18|1|3|3|Copa Air|Ciudad de Panama|I|verano|noche
1|1|19|1|3|4|Copa Air|Ciudad de Panama|I|verano|noche
1|1|20|1|3|5|Copa Air|Ciudad de Panama|I|verano|noche
1|1|22|1|3|7|Copa Air|Ciudad de Panama|I|verano|noche
0|1|23|1|4|1|Copa Air|Ciudad de Panama|I|verano|noche
0|1|24|1|4|2|Copa Air|Ciudad de Panama|I|verano|noche
1|1|25|1|4|3|Copa Air|Ciudad de Panama|I|verano|noche
1|1|26|1|4|4|Copa Air|Ciudad de Panama|I|verano|noche
1|1|27|1|4|5|Copa Air|Ciudad de Panama|I|verano|noche
0|1|28|1|4|6|Copa Air|Ciudad de Panama|I|verano|noche
1|1|29|1|4|7|Copa Air|Ciudad de Panama|I|verano|noche
0|1|30|1|5|1|Copa Air|Ciudad de Panama|I|verano|noche
0|1|31|1|5|2|Copa Air|Ciudad de Panama|I|verano|noche
0|1|9|5|2|1|Copa Air|Ciudad de Panama|I|verano|mañana
1|1|1|21|52|7|Delta Air|Atlanta|I|verano|noche
1|1|2|21|1|1|Delta Air|Atlanta|I|verano|noche
1|1|3|21|1|2|Delta Air|Atlanta|I|verano|noche
1|1|4|21|1|3|Delta Air|Atlanta|I|verano|noche
1|1|5|21|1|4|Delta Air|Atlanta|I|verano|noche
1|1|7|8|1|6|Delta Air|Atlanta|I|verano|mañana
1|1|7|21|1|6|Delta Air|Atlanta|I|verano|noche
1|1|8|21|1|7|Delta Air|Atlanta|I|verano|noche
1|1|9|21|2|1|Delta Air|Atlanta|I|verano|noche
1|1|10|21|2|2|Delta Air|Atlanta|I|verano|noche
1|1|11|21|2|3|Delta Air|Atlanta|I|verano|noche
0|1|12|21|2|4|Delta Air|Atlanta|I|verano|noche
1|1|13|21|2|5|Delta Air|Atlanta|I|verano|noche
1|1|14|21|2|6|Delta Air|Atlanta|I|verano|noche
0|1|15|21|2|7|Delta Air|Atlanta|I|verano|noche
0|1|16|21|3|1|Delta Air|Atlanta|I|verano|noche
1|1|17|21|3|2|Delta Air|Atlanta|I|verano|noche
1|1|18|21|3|3|Delta Air|Atlanta|I|verano|noche
1|1|19|21|3|4|Delta Air|Atlanta|I|verano|noche
1|1|20|21|3|5|Delta Air|Atlanta|I|verano|noche
1|1|21|21|3|6|Delta Air|Atlanta|I|verano|noche
0|1|22|21|3|7|Delta Air|Atlanta|I|verano|noche
1|1|23|21|4|1|Delta Air|Atlanta|I|verano|noche
1|1|24|21|4|2|Delta Air|Atlanta|I|verano|noche
0|1|25|21|4|3|Delta Air|Atlanta|I|verano|noche
1|1|26|21|4|4|Delta Air|Atlanta|I|verano|noche
0|1|27|21|4|5|Delta Air|Atlanta|I|verano|noche
0|1|28|21|4|6|Delta Air|Atlanta|I|verano|noche
1|1|29|21|4|7|Delta Air|Atlanta|I|verano|noche
1|1|30|21|5|1|Delta Air|Atlanta|I|verano|noche
0|1|31|21|5|2|Delta Air|Atlanta|I|verano|noche
0|1|1|6|52|7|Gol Trans|Sao Paulo|I|verano|mañana
1|1|2|6|1|1|Gol Trans|Sao Paulo|I|verano|mañana
1|1|3|6|1|2|Gol Trans|Sao Paulo|I|verano|mañana
0|1|4|6|1|3|Gol Trans|Sao Paulo|I|verano|mañana
1|1|5|6|1|4|Gol Trans|Sao Paulo|I|verano|mañana
1|1|7|6|1|6|Gol Trans|Sao Paulo|I|verano|mañana
1|1|9|6|2|1|Gol Trans|Sao Paulo|I|verano|mañana
1|1|10|6|2|2|Gol Trans|Sao Paulo|I|verano|mañana
1|1|11|6|2|3|Gol Trans|Sao Paulo|I|verano|mañana
1|1|12|6|2|4|Gol Trans|Sao Paulo|I|verano|mañana
1|1|14|6|2|6|Gol Trans|Sao Paulo|I|verano|mañana
1|1|15|6|2|7|Gol Trans|Sao Paulo|I|verano|mañana
1|1|17|6|3|2|Gol Trans|Sao Paulo|I|verano|mañana
1|1|18|6|3|3|Gol Trans|Sao Paulo|I|verano|mañana
1|1|19|6|3|4|Gol Trans|Sao Paulo|I|verano|mañana
0|1|20|6|3|5|Gol Trans|Sao Paulo|I|verano|mañana
0|1|21|6|3|6|Gol Trans|Sao Paulo|I|verano|mañana
1|1|22|6|3|7|Gol Trans|Sao Paulo|I|verano|mañana
1|1|23|6|4|1|Gol Trans|Sao Paulo|I|verano|mañana
1|1|24|6|4|2|Gol Trans|Sao Paulo|I|verano|mañana
1|1|26|6|4|4|Gol Trans|Sao Paulo|I|verano|mañana
1|1|27|6|4|5|Gol Trans|Sao Paulo|I|verano|mañana
1|1|28|6|4|6|Gol Trans|Sao Paulo|I|verano|mañana
1|1|29|6|4|7|Gol Trans|Sao Paulo|I|verano|mañana
1|1|31|6|5|2|Gol Trans|Sao Paulo|I|verano|mañana
0|1|1|14|52|7|Gol Trans|Sao Paulo|I|verano|tarde
1|1|2|14|1|1|Gol Trans|Sao Paulo|I|verano|tarde
1|1|3|14|1|2|Gol Trans|Sao Paulo|I|verano|tarde
0|1|4|14|1|3|Gol Trans|Sao Paulo|I|verano|tarde
1|1|5|14|1|4|Gol Trans|Sao Paulo|I|verano|tarde
1|1|6|14|1|5|Gol Trans|Sao Paulo|I|verano|tarde
1|1|7|14|1|6|Gol Trans|Sao Paulo|I|verano|tarde
1|1|8|14|1|7|Gol Trans|Sao Paulo|I|verano|tarde
1|1|9|14|2|1|Gol Trans|Sao Paulo|I|verano|tarde
1|1|10|14|2|2|Gol Trans|Sao Paulo|I|verano|tarde
1|1|11|14|2|3|Gol Trans|Sao Paulo|I|verano|tarde
1|1|12|14|2|4|Gol Trans|Sao Paulo|I|verano|tarde
1|1|13|14|2|5|Gol Trans|Sao Paulo|I|verano|tarde
1|1|14|14|2|6|Gol Trans|Sao Paulo|I|verano|tarde
0|1|15|14|2|7|Gol Trans|Sao Paulo|I|verano|tarde
0|1|16|14|3|1|Gol Trans|Sao Paulo|I|verano|tarde
1|1|17|14|3|2|Gol Trans|Sao Paulo|I|verano|tarde
1|1|18|14|3|3|Gol Trans|Sao Paulo|I|verano|tarde
1|1|19|14|3|4|Gol Trans|Sao Paulo|I|verano|tarde
1|1|20|14|3|5|Gol Trans|Sao Paulo|I|verano|tarde
0|1|21|14|3|6|Gol Trans|Sao Paulo|I|verano|tarde
0|1|22|14|3|7|Gol Trans|Sao Paulo|I|verano|tarde
0|1|23|14|4|1|Gol Trans|Sao Paulo|I|verano|tarde
1|1|24|14|4|2|Gol Trans|Sao Paulo|I|verano|tarde
1|1|25|14|4|3|Gol Trans|Sao Paulo|I|verano|tarde
0|1|26|14|4|4|Gol Trans|Sao Paulo|I|verano|tarde
0|1|27|14|4|5|Gol Trans|Sao Paulo|I|verano|tarde
0|1|28|14|4|6|Gol Trans|Sao Paulo|I|verano|tarde
1|1|29|14|4|7|Gol Trans|Sao Paulo|I|verano|tarde
1|1|30|14|5|1|Gol Trans|Sao Paulo|I|verano|tarde
1|1|31|14|5|2|Gol Trans|Sao Paulo|I|verano|tarde
1|1|1|2|52|7|Gol Trans|Rio de Janeiro|I|verano|noche
0|1|2|2|1|1|Gol Trans|Rio de Janeiro|I|verano|noche
1|1|4|2|1|3|Gol Trans|Rio de Janeiro|I|verano|noche
1|1|6|2|1|5|Gol Trans|Rio de Janeiro|I|verano|noche
1|1|8|2|1|7|Gol Trans|Rio de Janeiro|I|verano|noche
1|1|9|2|2|1|Gol Trans|Rio de Janeiro|I|verano|noche
0|1|11|2|2|3|Gol Trans|Rio de Janeiro|I|verano|noche
1|1|13|2|2|5|Gol Trans|Rio de Janeiro|I|verano|noche
1|1|15|2|2|7|Gol Trans|Rio de Janeiro|I|verano|noche
0|1|16|2|3|1|Gol Trans|Rio de Janeiro|I|verano|noche
0|1|18|2|3|3|Gol Trans|Rio de Janeiro|I|verano|noche
0|1|20|2|3|5|Gol Trans|Rio de Janeiro|I|verano|noche
0|1|22|2|3|7|Gol Trans|Rio de Janeiro|I|verano|noche
1|1|23|2|4|1|Gol Trans|Rio de Janeiro|I|verano|noche
0|1|25|2|4|3|Gol Trans|Rio de Janeiro|I|verano|noche
1|1|27|2|4|5|Gol Trans|Rio de Janeiro|I|verano|noche
1|1|30|2|5|1|Gol Trans|Rio de Janeiro|I|verano|noche
1|1|14|3|2|6|Gol Trans|Florianapolis|I|verano|noche
1|1|20|3|3|5|Gol Trans|Florianapolis|I|verano|noche
0|1|21|3|3|6|Gol Trans|Florianapolis|I|verano|noche
1|1|27|3|4|5|Gol Trans|Florianapolis|I|verano|noche
1|1|31|16|5|2|Gol Trans|Rio de Janeiro|I|verano|tarde
0|1|1|13|52|7|Iberia|Madrid|I|verano|tarde
1|1|2|13|1|1|Iberia|Madrid|I|verano|tarde
0|1|3|13|1|2|Iberia|Madrid|I|verano|tarde
0|1|4|13|1|3|Iberia|Madrid|I|verano|tarde
0|1|5|13|1|4|Iberia|Madrid|I|verano|tarde
0|1|6|13|1|5|Iberia|Madrid|I|verano|tarde
0|1|7|13|1|6|Iberia|Madrid|I|verano|tarde
1|1|8|13|1|7|Iberia|Madrid|I|verano|tarde
0|1|9|13|2|1|Iberia|Madrid|I|verano|tarde
0|1|10|13|2|2|Iberia|Madrid|I|verano|tarde
0|1|11|13|2|3|Iberia|Madrid|I|verano|tarde
0|1|12|13|2|4|Iberia|Madrid|I|verano|tarde
0|1|13|13|2|5|Iberia|Madrid|I|verano|tarde
1|1|14|13|2|6|Iberia|Madrid|I|verano|tarde
1|1|15|13|2|7|Iberia|Madrid|I|verano|tarde
0|1|16|13|3|1|Iberia|Madrid|I|verano|tarde
0|1|17|13|3|2|Iberia|Madrid|I|verano|tarde
1|1|18|13|3|3|Iberia|Madrid|I|verano|tarde
1|1|19|13|3|4|Iberia|Madrid|I|verano|tarde
0|1|20|13|3|5|Iberia|Madrid|I|verano|tarde
0|1|21|13|3|6|Iberia|Madrid|I|verano|tarde
0|1|22|13|3|7|Iberia|Madrid|I|verano|tarde
0|1|23|13|4|1|Iberia|Madrid|I|verano|tarde
1|1|24|13|4|2|Iberia|Madrid|I|verano|tarde
0|1|25|13|4|3|Iberia|Madrid|I|verano|tarde
0|1|26|13|4|4|Iberia|Madrid|I|verano|tarde
1|1|27|13|4|5|Iberia|Madrid|I|verano|tarde
1|1|28|13|4|6|Iberia|Madrid|I|verano|tarde
0|1|29|13|4|7|Iberia|Madrid|I|verano|tarde
0|1|30|13|5|1|Iberia|Madrid|I|verano|tarde
1|1|31|13|5|2|Iberia|Madrid|I|verano|tarde
1|1|2|12|1|1|K.L.M.|Buenos Aires|I|verano|tarde
1|1|3|12|1|2|K.L.M.|Buenos Aires|I|verano|tarde
0|1|4|12|1|3|K.L.M.|Buenos Aires|I|verano|tarde
1|1|5|12|1|4|K.L.M.|Buenos Aires|I|verano|tarde
1|1|7|12|1|6|K.L.M.|Buenos Aires|I|verano|tarde
